,atu,id,language,level_1,level_2,title
4613,UNKNOWN,9355,Hungarian,UNKNOWN,UNKNOWN,Az rókáról és vadmacskáról.
4614,UNKNOWN,9356,Hungarian,UNKNOWN,UNKNOWN,Az királról és majmokról.
4615,UNKNOWN,9357,Hungarian,UNKNOWN,UNKNOWN,Az szamárról és az két úton menőről.
4616,UNKNOWN,9358,Hungarian,UNKNOWN,UNKNOWN,Az halászokról.
4617,UNKNOWN,9359,Hungarian,UNKNOWN,UNKNOWN,Az pókról és köszvénről.
4618,UNKNOWN,9360,Hungarian,UNKNOWN,UNKNOWN,Az majmokról és párdusról.
4619,UNKNOWN,9361,Hungarian,UNKNOWN,UNKNOWN,Az pacsirtáról és az ő fiairól.
4620,UNKNOWN,9362,Hungarian,UNKNOWN,UNKNOWN,Az rókáról és bakkecskéről.
4621,UNKNOWN,9363,Hungarian,UNKNOWN,UNKNOWN,Az kakasokról és fogolyról.
4622,UNKNOWN,9364,Hungarian,UNKNOWN,UNKNOWN,Az kérkedéken emberről.
4623,UNKNOWN,9365,Hungarian,UNKNOWN,UNKNOWN,"Az emberről, ki Apollót késérgeti vala."
4624,UNKNOWN,9366,Hungarian,UNKNOWN,UNKNOWN,Egy asszonról és az ő tyúkjáról.
4625,UNKNOWN,9367,Hungarian,UNKNOWN,UNKNOWN,"Az vidráról, ki őmagának testét el szakasztja."
4626,UNKNOWN,9368,Hungarian,UNKNOWN,UNKNOWN,"Az emberről, mellyet az eb meg mart vala."
4627,UNKNOWN,9369,Hungarian,UNKNOWN,UNKNOWN,Egy jevendő mondóról.
4628,UNKNOWN,9370,Hungarian,UNKNOWN,UNKNOWN,Az szamárról és farkasról.
4629,UNKNOWN,9371,Hungarian,UNKNOWN,UNKNOWN,Az madarászról és rigóról.
4630,UNKNOWN,9372,Hungarian,UNKNOWN,UNKNOWN,"Az úton menő emberről, ki egy zacskót talált vala."
4631,UNKNOWN,9373,Hungarian,UNKNOWN,UNKNOWN,Az gyermekről és anyjáról.
4632,UNKNOWN,9374,Hungarian,UNKNOWN,UNKNOWN,"Az pásztorról, ki hajóssá lött vala."
4633,UNKNOWN,9375,Hungarian,UNKNOWN,UNKNOWN,Egy iffjúról és az oroszlánról.
4634,UNKNOWN,9376,Hungarian,UNKNOWN,UNKNOWN,Az keselyről és rókáról.
4635,UNKNOWN,9377,Hungarian,UNKNOWN,UNKNOWN,Az keselyről és az ganéj hajtó bogárról.
4636,UNKNOWN,9378,Hungarian,UNKNOWN,UNKNOWN,Az kurta rókáról.
4637,UNKNOWN,9379,Hungarian,UNKNOWN,UNKNOWN,Az rókáról és csipkéről.
4638,UNKNOWN,9380,Hungarian,UNKNOWN,UNKNOWN,Az rókáról és vadászokról.
4639,UNKNOWN,9381,Hungarian,UNKNOWN,UNKNOWN,Az emberről és fa képről.
4640,UNKNOWN,9382,Hungarian,UNKNOWN,UNKNOWN,Az keselyről és emberről.
4641,UNKNOWN,9383,Hungarian,UNKNOWN,UNKNOWN,Az szántó emberről.
4642,UNKNOWN,9384,Hungarian,UNKNOWN,UNKNOWN,Az egy halászról.
4643,UNKNOWN,9385,Hungarian,UNKNOWN,UNKNOWN,Az halászokról.
4644,UNKNOWN,9386,Hungarian,UNKNOWN,UNKNOWN,"Az emberről, ki beteg és szegén vala."
4645,UNKNOWN,9387,Hungarian,UNKNOWN,UNKNOWN,Az halászokról.
4646,UNKNOWN,9388,Hungarian,UNKNOWN,UNKNOWN,"Az vén emberről, ki halálát kévánja vala."
4647,UNKNOWN,9389,Hungarian,UNKNOWN,UNKNOWN,"Két emberről, kik egymással ellenkednek vala."
4648,UNKNOWN,9390,Hungarian,UNKNOWN,UNKNOWN,Az gyermekről és Szerencséről.
4649,UNKNOWN,9391,Hungarian,UNKNOWN,UNKNOWN,Az egerekről és a macskáról.
4650,UNKNOWN,9392,Hungarian,UNKNOWN,UNKNOWN,Az majomról és rókáról.
4651,UNKNOWN,9393,Hungarian,UNKNOWN,UNKNOWN,Az kovácsról és ebről.
4652,UNKNOWN,9394,Hungarian,UNKNOWN,UNKNOWN,Az öszvérről.
4653,UNKNOWN,9395,Hungarian,UNKNOWN,UNKNOWN,Az ebről és farkasról.
4654,UNKNOWN,9396,Hungarian,UNKNOWN,UNKNOWN,"Az oroszlánról, ki az paraszt ember leányát szereti vala."
4655,UNKNOWN,9397,Hungarian,UNKNOWN,UNKNOWN,Az nőstén oroszlánról és rókáról.
4656,UNKNOWN,9398,Hungarian,UNKNOWN,UNKNOWN,Az farkasról és bárányról.
4657,UNKNOWN,9399,Hungarian,UNKNOWN,UNKNOWN,"Két kakasról, kik egymással vínak vala."
4658,UNKNOWN,9400,Hungarian,UNKNOWN,UNKNOWN,Az szarvasról és az ő borjáról.
4659,UNKNOWN,9401,Hungarian,UNKNOWN,UNKNOWN,Az méhről és Jupiterről.
4660,UNKNOWN,9402,Hungarian,UNKNOWN,UNKNOWN,Az légyről.
4661,UNKNOWN,9403,Hungarian,UNKNOWN,UNKNOWN,Egy iffjúról és fecskéről.
4662,UNKNOWN,9404,Hungarian,UNKNOWN,UNKNOWN,Az betegről és orvosdaktorról.
4663,UNKNOWN,9405,Hungarian,UNKNOWN,UNKNOWN,Az fa vágó emberről.
4664,UNKNOWN,9406,Hungarian,UNKNOWN,UNKNOWN,Az nyulakról és békákról.
4665,UNKNOWN,9407,Hungarian,UNKNOWN,UNKNOWN,Az kígyóról és az paraszt emberről.
4666,UNKNOWN,9408,Hungarian,UNKNOWN,UNKNOWN,Az tyúkról és rókáról.
4667,UNKNOWN,9409,Hungarian,UNKNOWN,UNKNOWN,Egy rókáról.
4668,UNKNOWN,9410,Hungarian,UNKNOWN,UNKNOWN,Az gyermekről és skorpióról.
4669,UNKNOWN,9411,Hungarian,UNKNOWN,UNKNOWN,Az vadászról és fogolyról.
4670,UNKNOWN,9412,Hungarian,UNKNOWN,UNKNOWN,Az nyúlról és teknős békáról.
4671,UNKNOWN,9413,Hungarian,UNKNOWN,UNKNOWN,Az fízfáról és fejszéről.
4672,UNKNOWN,9414,Hungarian,UNKNOWN,UNKNOWN,Az két alma fáról.
4673,UNKNOWN,9415,Hungarian,UNKNOWN,UNKNOWN,Az vakondakról és az ő anyjáról.
4674,UNKNOWN,9416,Hungarian,UNKNOWN,UNKNOWN,"Az darazsokról, foglyokról és szántó emberről."
4675,UNKNOWN,9417,Hungarian,UNKNOWN,UNKNOWN,Jupiter istenről.
4676,UNKNOWN,9418,Hungarian,UNKNOWN,UNKNOWN,Az balháról.
4677,UNKNOWN,9419,Hungarian,UNKNOWN,UNKNOWN,Az balháról és emberről.
4678,UNKNOWN,9420,Hungarian,UNKNOWN,UNKNOWN,Egy férfiúról és az ő feleségiről.
4679,UNKNOWN,9510,French,UNKNOWN,UNKNOWN,La Grenouille qui veut se faire aussi grosse que le Boeuf
4680,75,9515,German,Animal Tales,Wild Animals,Der Löwe und das Mäuschen
4681,59,9519,German,Animal Tales,Wild Animals,Der Fuchs und die Trauben
4682,59,9520,Russian,Animal Tales,Wild Animals,Лисица и виноград
4683,UNKNOWN,9523,Dutch,UNKNOWN,UNKNOWN,De vos en de holle boom
4684,UNKNOWN,9524,Dutch,UNKNOWN,UNKNOWN,De vos en de rozenstruik
4685,59,9525,Dutch,Animal Tales,Wild Animals,De vos en de druiven
4686,161,9526,Dutch,Animal Tales,Wild Animals and Humans,De vos en de houthakker
4687,UNKNOWN,9527,Dutch,UNKNOWN,UNKNOWN,De aap en de vos
4688,UNKNOWN,9528,Dutch,UNKNOWN,UNKNOWN,De vos en de aap
4689,UNKNOWN,9529,Dutch,UNKNOWN,UNKNOWN,De vos en de geit
4690,64,9530,Dutch,Animal Tales,Wild Animals,De vos zonder staart
4691,UNKNOWN,9531,Dutch,UNKNOWN,UNKNOWN,De vos en het masker
4692,57,9532,Dutch,Animal Tales,Wild Animals,De kraai en de vos
4693,UNKNOWN,9533,Dutch,UNKNOWN,UNKNOWN,De oude leeuw
4694,UNKNOWN,9534,Dutch,UNKNOWN,UNKNOWN,"De leeuw, de beer en de vos"
4695,51,9535,Dutch,Animal Tales,Wild Animals,"De leeuw, de ezel en de vos"
4696,UNKNOWN,9536,Dutch,UNKNOWN,UNKNOWN,De ezel en de vos
4697,UNKNOWN,9537,Dutch,UNKNOWN,UNKNOWN,De vos in de rivier
4698,UNKNOWN,9538,Dutch,UNKNOWN,UNKNOWN,De leeuw en de mens
4699,UNKNOWN,9539,Dutch,UNKNOWN,UNKNOWN,De vos en de leeuw
4700,UNKNOWN,9540,Dutch,UNKNOWN,UNKNOWN,De leeuw en de boer
4701,UNKNOWN,9541,Dutch,UNKNOWN,UNKNOWN,De leeuw en het zwijn
4702,UNKNOWN,9542,Dutch,UNKNOWN,UNKNOWN,De hongerige leeuw
4703,UNKNOWN,9543,Dutch,UNKNOWN,UNKNOWN,De leeuw en de wilde ezel
4704,UNKNOWN,9544,Dutch,UNKNOWN,UNKNOWN,De leeuw en de olifant
4705,UNKNOWN,9545,Dutch,UNKNOWN,UNKNOWN,De oude leeuw
4706,UNKNOWN,9546,Dutch,UNKNOWN,UNKNOWN,"De leeuw, de bandiet en de reiziger"
4707,UNKNOWN,9547,Dutch,UNKNOWN,UNKNOWN,De hazen en de leeuwen
4708,50,9548,Dutch,Animal Tales,Wild Animals,"De oude leeuw, de wolf en de vos"
4709,UNKNOWN,9549,Dutch,UNKNOWN,UNKNOWN,De wolven en de honden
4710,UNKNOWN,9550,Dutch,UNKNOWN,UNKNOWN,De wolf en het lammetje
4711,76,9551,Dutch,Animal Tales,Wild Animals,De wolf en de reiger
4712,UNKNOWN,9552,Dutch,UNKNOWN,UNKNOWN,De leeuw en de wolf
4713,UNKNOWN,9553,Dutch,UNKNOWN,UNKNOWN,De wolf en de ezel
4714,UNKNOWN,9554,Dutch,UNKNOWN,UNKNOWN,De herder en de wolf
4715,UNKNOWN,9555,Dutch,UNKNOWN,UNKNOWN,De herder en de kleine wolven
4716,UNKNOWN,9556,Dutch,UNKNOWN,UNKNOWN,De herder en de wolf
4717,UNKNOWN,9557,Dutch,UNKNOWN,UNKNOWN,De wolf en de leeuw
4718,UNKNOWN,9558,Dutch,UNKNOWN,UNKNOWN,De herder en de wolf
4719,UNKNOWN,9559,Dutch,UNKNOWN,UNKNOWN,De hazen
4720,UNKNOWN,9560,Dutch,UNKNOWN,UNKNOWN,Het wilde zwijn en de vos
4721,75,9561,Dutch,Animal Tales,Wild Animals,De muis en de leeuw
4722,UNKNOWN,9562,Dutch,UNKNOWN,UNKNOWN,De muizen
4723,UNKNOWN,9563,Dutch,UNKNOWN,UNKNOWN,Stadsmuizen en landsmuizen
4724,UNKNOWN,9564,Dutch,UNKNOWN,UNKNOWN,Zeus en de kikkers
4725,UNKNOWN,9565,Dutch,UNKNOWN,UNKNOWN,De kikkers en de zon
4726,UNKNOWN,9566,Dutch,UNKNOWN,UNKNOWN,De leeuw en de kikker
4727,278,9567,Dutch,Animal Tales,Other Animals and Objects,"De landrat, de kikker en de havik"
4728,UNKNOWN,9568,Dutch,UNKNOWN,UNKNOWN,De kikker en de os
4729,UNKNOWN,9569,Dutch,UNKNOWN,UNKNOWN,De gevangen vogel en de vleermuis
4730,UNKNOWN,9570,Dutch,UNKNOWN,UNKNOWN,De mol en zijn moeder
4731,38,9571,Dutch,Animal Tales,Wild Animals,De aap en de vissers
4732,UNKNOWN,9572,Dutch,UNKNOWN,UNKNOWN,Het aapje en de dolfijn
4733,UNKNOWN,9573,Dutch,UNKNOWN,UNKNOWN,De apen
4734,UNKNOWN,9574,Dutch,UNKNOWN,UNKNOWN,De slang en de boer
4735,UNKNOWN,9575,Dutch,UNKNOWN,UNKNOWN,De man en de slang
4736,UNKNOWN,9576,Dutch,UNKNOWN,UNKNOWN,Zeus en de slang
4737,UNKNOWN,9577,Dutch,UNKNOWN,UNKNOWN,"De slang, de wezel en de muizen"
4738,UNKNOWN,9578,Dutch,UNKNOWN,UNKNOWN,De slang en zeus
4739,UNKNOWN,9579,Dutch,UNKNOWN,UNKNOWN,De slang en de wesp
4740,UNKNOWN,9580,Dutch,UNKNOWN,UNKNOWN,De slang en de vijl
4741,UNKNOWN,9581,Dutch,UNKNOWN,UNKNOWN,De aap en de kameel
4742,UNKNOWN,9582,Dutch,UNKNOWN,UNKNOWN,Het hert met één oog
4743,UNKNOWN,9583,Dutch,UNKNOWN,UNKNOWN,"De leeuw, de vos en het hert"
4744,UNKNOWN,9584,Dutch,UNKNOWN,UNKNOWN,Het jonge en het oude hert
4745,UNKNOWN,9585,Dutch,UNKNOWN,UNKNOWN,Het hert en de leeuw
4746,UNKNOWN,9586,Dutch,UNKNOWN,UNKNOWN,Zeus en de schildpad
4747,225,9587,Dutch,Animal Tales,Other Animals and Objects,De schildpad en de arend
4748,UNKNOWN,9588,Dutch,UNKNOWN,UNKNOWN,De schildpad en de haas
4749,UNKNOWN,9589,Dutch,UNKNOWN,UNKNOWN,De arend en de vossin
4750,UNKNOWN,9590,Dutch,UNKNOWN,UNKNOWN,De landwerker en de arend
4751,UNKNOWN,9591,Dutch,UNKNOWN,UNKNOWN,De arend en de raaf
4752,57,9592,Dutch,Animal Tales,Wild Animals,De raaf en de vos
4753,UNKNOWN,9593,Dutch,UNKNOWN,UNKNOWN,De grote raaf
4754,UNKNOWN,9594,Dutch,UNKNOWN,UNKNOWN,"Zeus, de raaf en de andere vogels"
4755,UNKNOWN,9595,Dutch,UNKNOWN,UNKNOWN,De nachtegaal en de havik
4756,UNKNOWN,9596,Dutch,UNKNOWN,UNKNOWN,De kraai en de goden
4757,UNKNOWN,9597,English,UNKNOWN,UNKNOWN,The Hawk and the Nightingale
4758,1,9602,Russian,Animal Tales,Wild Animals,Лисичка-сестричка и волк
4759,1,9603,Russian,Animal Tales,Wild Animals,Лисичка-сестричка и волк
4760,1,9604,Russian,Animal Tales,Wild Animals,Лисичка-сестричка и волк
4761,1,9605,Russian,Animal Tales,Wild Animals,Лисичка-сестричка и волк
4762,1,9607,Russian,Animal Tales,Wild Animals,Лисичка-сестричка и волк
4763,UNKNOWN,9612,Czech,UNKNOWN,UNKNOWN,O kohoutu a perle
4764,UNKNOWN,9613,Czech,UNKNOWN,UNKNOWN,O vlku a o beranu
4765,UNKNOWN,9614,Czech,UNKNOWN,UNKNOWN,"O lvu, vlku, koze a ovci"
4766,34,9616,Czech,Animal Tales,Wild Animals,O psu a o kusu masa
4767,UNKNOWN,9617,Czech,UNKNOWN,UNKNOWN,O psu a o ovci
4768,UNKNOWN,9618,Czech,UNKNOWN,UNKNOWN,O zloději a o slunci
4769,UNKNOWN,9619,Czech,UNKNOWN,UNKNOWN,O vlku a o řeřábu
4770,UNKNOWN,9620,Czech,UNKNOWN,UNKNOWN,O muži a o hadu
4771,UNKNOWN,9621,Czech,UNKNOWN,UNKNOWN,O dvou psech
4772,UNKNOWN,9622,Czech,UNKNOWN,UNKNOWN,O voslu a lvu
4773,UNKNOWN,9623,Czech,UNKNOWN,UNKNOWN,O dvou myších
4774,UNKNOWN,9624,Czech,UNKNOWN,UNKNOWN,O vorlu a lišce
4775,UNKNOWN,9625,Czech,UNKNOWN,UNKNOWN,"O vorlu, hlemejždi a vráně"
4776,57,9626,Czech,Animal Tales,Wild Animals,"O havranu, sýru a lišce"
4777,UNKNOWN,9627,Czech,UNKNOWN,UNKNOWN,O voslu a o štěněti
4778,UNKNOWN,9628,Czech,UNKNOWN,UNKNOWN,O lvu a o myši
4779,UNKNOWN,9629,Czech,UNKNOWN,UNKNOWN,O dvou supích
4780,UNKNOWN,9630,Czech,UNKNOWN,UNKNOWN,"O lvu, kanci, bejku a voslu"
4781,UNKNOWN,9631,Czech,UNKNOWN,UNKNOWN,O vlastovici a o jiných ptácích
4782,UNKNOWN,9632,Czech,UNKNOWN,UNKNOWN,O žabách
4783,UNKNOWN,9633,Czech,UNKNOWN,UNKNOWN,O zloději a o psu
4784,UNKNOWN,9634,Czech,UNKNOWN,UNKNOWN,O svini souprasní a o vlku
4785,UNKNOWN,9635,Czech,UNKNOWN,UNKNOWN,O hoře ku porodu pracující
4786,UNKNOWN,9636,Czech,UNKNOWN,UNKNOWN,O vlku aneb psu a o jehněti
4787,UNKNOWN,9637,Czech,UNKNOWN,UNKNOWN,O starém psu a o pánu jeho
4788,UNKNOWN,9638,Czech,UNKNOWN,UNKNOWN,O zajících a žabách
4789,UNKNOWN,9639,Czech,UNKNOWN,UNKNOWN,O vlku a kozlátku
4790,UNKNOWN,9640,Czech,UNKNOWN,UNKNOWN,"O holubu, supu a krahujci"
4791,UNKNOWN,9641,Czech,UNKNOWN,UNKNOWN,O chudém člověku a o ještěrce
4792,UNKNOWN,9642,Czech,UNKNOWN,UNKNOWN,"O jelenu, o vlku a o ovci"
4793,UNKNOWN,9643,Czech,UNKNOWN,UNKNOWN,O havranu nebo vráně a o pávu
4794,UNKNOWN,9644,Czech,UNKNOWN,UNKNOWN,O obrazu a o vlku
4795,UNKNOWN,9645,Czech,UNKNOWN,UNKNOWN,O mouše a mravenci
4796,UNKNOWN,9646,Czech,UNKNOWN,UNKNOWN,O mouše a o mezku
4797,UNKNOWN,9647,Czech,UNKNOWN,UNKNOWN,O žábě a volu
4798,UNKNOWN,9648,Czech,UNKNOWN,UNKNOWN,O žábě a volu
4799,UNKNOWN,9649,Czech,UNKNOWN,UNKNOWN,O lišce a o čápu
4800,UNKNOWN,9650,Czech,UNKNOWN,UNKNOWN,O kolčavě a o hospodáři
4801,UNKNOWN,9651,Czech,UNKNOWN,UNKNOWN,O lvu a o pastýři
4802,UNKNOWN,9652,Czech,UNKNOWN,UNKNOWN,O voslu a frýzu
4803,UNKNOWN,9653,Czech,UNKNOWN,UNKNOWN,O lvu a koni
4804,UNKNOWN,9654,Czech,UNKNOWN,UNKNOWN,O zvířatech a o ptácích
4805,UNKNOWN,9655,Czech,UNKNOWN,UNKNOWN,O frejířce a o mládenci
4806,UNKNOWN,9656,Czech,UNKNOWN,UNKNOWN,O slavíčkovi a o krahůjci
4807,UNKNOWN,9657,Czech,UNKNOWN,UNKNOWN,O lišce a o vlku
4808,UNKNOWN,9658,Czech,UNKNOWN,UNKNOWN,O jelenu a o lovci
4809,UNKNOWN,9659,Czech,UNKNOWN,UNKNOWN,Fabule vynechaná
4810,UNKNOWN,9660,Czech,UNKNOWN,UNKNOWN,O ženě a o muži jejím umrlém
4811,UNKNOWN,9661,Czech,UNKNOWN,UNKNOWN,O otci a nepodařilém synu
4812,UNKNOWN,9662,Czech,UNKNOWN,UNKNOWN,O zlém a ještě o horším
4813,UNKNOWN,9663,Czech,UNKNOWN,UNKNOWN,"O vlcích, o ovcích a o psích"
4814,UNKNOWN,9664,Czech,UNKNOWN,UNKNOWN,O muži a o sekeře
4815,UNKNOWN,9665,Czech,UNKNOWN,UNKNOWN,"O rukou, nohách a břichu"
4816,UNKNOWN,9666,Czech,UNKNOWN,UNKNOWN,O vopici a lišce
4817,UNKNOWN,9667,Czech,UNKNOWN,UNKNOWN,O vlku a o psu
4818,UNKNOWN,9668,Czech,UNKNOWN,UNKNOWN,O jelenu a o volu
4819,UNKNOWN,9669,Czech,UNKNOWN,UNKNOWN,O kramáři a o voslu
4820,UNKNOWN,9670,Czech,UNKNOWN,UNKNOWN,O lvu a o vopici
4821,UNKNOWN,9671,Czech,UNKNOWN,UNKNOWN,O lišce a o hrozních
4822,UNKNOWN,9672,Czech,UNKNOWN,UNKNOWN,O kolčavě a o myších
4823,UNKNOWN,9673,Czech,UNKNOWN,UNKNOWN,"O vlku, o pastýři a o myslivci"
4824,UNKNOWN,9674,Czech,UNKNOWN,UNKNOWN,O voslu a o lvu
4825,UNKNOWN,9675,Czech,UNKNOWN,UNKNOWN,O rysu a sedláku
4826,UNKNOWN,9676,Czech,UNKNOWN,UNKNOWN,O řezníku a o skopcích
4827,UNKNOWN,9677,Czech,UNKNOWN,UNKNOWN,O jedli a o třtině
4828,UNKNOWN,9678,Czech,UNKNOWN,UNKNOWN,O ptáčníku a o ptácích
4829,UNKNOWN,9679,Czech,UNKNOWN,UNKNOWN,O supu a o jiných ptácích
4830,UNKNOWN,9680,Czech,UNKNOWN,UNKNOWN,"O koni, o jelenu a o myslivci"
4831,UNKNOWN,9681,Czech,UNKNOWN,UNKNOWN,O starém lvu a o lišce
4832,UNKNOWN,9682,Czech,UNKNOWN,UNKNOWN,O nemocném oslu a o vlku
4833,UNKNOWN,9683,Czech,UNKNOWN,UNKNOWN,O jednom velkém kozlu a třech malých
4834,UNKNOWN,9684,Czech,UNKNOWN,UNKNOWN,O člověku a o lvu
4835,UNKNOWN,9685,Czech,UNKNOWN,UNKNOWN,O bleše a o velbloudu
4836,UNKNOWN,9686,Czech,UNKNOWN,UNKNOWN,O bleše a o velbloudu
4837,UNKNOWN,9687,Czech,UNKNOWN,UNKNOWN,Člověk a divý muž
4838,UNKNOWN,9688,Czech,UNKNOWN,UNKNOWN,Těžko jest přirození změniti
4839,UNKNOWN,9689,Czech,UNKNOWN,UNKNOWN,O dvou tovaryších
4840,UNKNOWN,9690,Czech,UNKNOWN,UNKNOWN,"O žábě, o žabinci a o ptácích"
4841,UNKNOWN,9691,Czech,UNKNOWN,UNKNOWN,O lišce a kohoutu
4842,UNKNOWN,9692,Czech,UNKNOWN,UNKNOWN,O lišce a o kočce
4843,UNKNOWN,9693,Czech,UNKNOWN,UNKNOWN,Liška a lev
4844,UNKNOWN,9694,Czech,UNKNOWN,UNKNOWN,Oliva a fík
4845,UNKNOWN,9695,Czech,UNKNOWN,UNKNOWN,Orel a brouk
4846,UNKNOWN,9696,Czech,UNKNOWN,UNKNOWN,Pocestní a platan
4847,UNKNOWN,9697,Czech,UNKNOWN,UNKNOWN,Sever a Jasoň
4848,UNKNOWN,9698,Czech,UNKNOWN,UNKNOWN,Liška a kozel
4849,UNKNOWN,9699,Czech,UNKNOWN,UNKNOWN,O kočce a kohoutu
4850,UNKNOWN,9700,Czech,UNKNOWN,UNKNOWN,O medvědu a včelách
4851,UNKNOWN,9701,Czech,UNKNOWN,UNKNOWN,O lvu a myši
4852,UNKNOWN,9702,Czech,UNKNOWN,UNKNOWN,O kanci a oslu
4853,UNKNOWN,9703,Czech,UNKNOWN,UNKNOWN,O vlku a lišce
4854,UNKNOWN,9704,Czech,UNKNOWN,UNKNOWN,O želvě a žabách
4855,UNKNOWN,9705,Czech,UNKNOWN,UNKNOWN,Kočka a myš
4856,UNKNOWN,9706,Czech,UNKNOWN,UNKNOWN,"O člověku pravdomluvném, o lháři a o vopici"
4857,UNKNOWN,9707,Czech,UNKNOWN,UNKNOWN,O pávu bohyně řečené Juno a o slavíčkovi
4858,UNKNOWN,9708,Czech,UNKNOWN,UNKNOWN,O člověku lysém a o muše
4859,280,9709,Czech,Animal Tales,Other Animals and Objects,O mravenci a o kobylce
4860,UNKNOWN,9710,Czech,UNKNOWN,UNKNOWN,O meči a o poutníku
4861,UNKNOWN,9711,Czech,UNKNOWN,UNKNOWN,O dvou krabech
4862,UNKNOWN,9712,Czech,UNKNOWN,UNKNOWN,"O hadu, lišce a ježkovi"
4863,UNKNOWN,9713,Czech,UNKNOWN,UNKNOWN,Husy a řeřábi
4864,UNKNOWN,9714,Czech,UNKNOWN,UNKNOWN,Slepice zlatonosná
4865,UNKNOWN,9715,Czech,UNKNOWN,UNKNOWN,Liška a trní
4866,UNKNOWN,9716,Czech,UNKNOWN,UNKNOWN,O sedláku a mladém býku
4867,UNKNOWN,9717,Czech,UNKNOWN,UNKNOWN,O žíznivé vráně
4868,UNKNOWN,9718,Czech,UNKNOWN,UNKNOWN,O větru a džbánu
4869,UNKNOWN,9719,Czech,UNKNOWN,UNKNOWN,Duby a Zeus
4870,UNKNOWN,9720,Czech,UNKNOWN,UNKNOWN,Tygr a liška
4871,UNKNOWN,9721,Czech,UNKNOWN,UNKNOWN,O závistivém psu
4872,UNKNOWN,9722,Czech,UNKNOWN,UNKNOWN,O vlku a o lišce
4873,UNKNOWN,9726,English,UNKNOWN,UNKNOWN,"The old man, the boy and the donkey"
4874,UNKNOWN,9737,English,UNKNOWN,UNKNOWN,The Turtoise and the Geese
4875,UNKNOWN,9740,Italian,UNKNOWN,UNKNOWN,Quando la morte venne a Bagdad
4876,UNKNOWN,9742,English,UNKNOWN,UNKNOWN,When Death Came to Baghdad
4877,UNKNOWN,9743,Dutch,UNKNOWN,UNKNOWN,Toen de Dood naar Bagdad kwam
4878,UNKNOWN,9744,Spanish,UNKNOWN,UNKNOWN,Cuando la muerte llegó a Bagdad
4879,UNKNOWN,9748,French,UNKNOWN,UNKNOWN,Quand la Mort vint à Bagdad
4880,UNKNOWN,9749,Russian,UNKNOWN,UNKNOWN,Когда смерть пришла в Багдад
4881,UNKNOWN,9750,French,UNKNOWN,UNKNOWN,Le Jardinier et le Mort
4882,UNKNOWN,9751,English,UNKNOWN,UNKNOWN,Gesture of Death
4883,UNKNOWN,9752,Spanish,UNKNOWN,UNKNOWN,El Gesto de la Muerte
4884,UNKNOWN,9753,Spanish,UNKNOWN,UNKNOWN,El Jardinero y la Muerte
4885,UNKNOWN,9754,Spanish,UNKNOWN,UNKNOWN,El Jardinero y la Muerte
4886,UNKNOWN,9755,English,UNKNOWN,UNKNOWN,The Linguist and the Dervish
4887,UNKNOWN,9756,Russian,UNKNOWN,UNKNOWN,Языковед и дервиш
4888,UNKNOWN,9757,Dutch,UNKNOWN,UNKNOWN,De taalkundige en de Derwisj
4889,UNKNOWN,9758,French,UNKNOWN,UNKNOWN,Le prince Désir et la princesse Mignonne
4890,UNKNOWN,9759,English,UNKNOWN,UNKNOWN,Prince Hyacinth and the Dear Little Princess
4891,425,9760,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,East of the Sun and West of the Moon
4892,UNKNOWN,9761,English,UNKNOWN,UNKNOWN,The Yellow Dwarf
4893,500,9762,English,Tales of Magic,Supernatural Helpers,Rumpelstiltzkin
4894,UNKNOWN,9763,English,UNKNOWN,UNKNOWN,The Master-Maid
4895,UNKNOWN,9764,French,UNKNOWN,UNKNOWN,La Chatte Blanche
4896,UNKNOWN,9765,English,UNKNOWN,UNKNOWN,The White Cat
4897,UNKNOWN,9766,English,UNKNOWN,UNKNOWN,Felicia and the Pot of Pinks
4898,UNKNOWN,9767,English,UNKNOWN,UNKNOWN,The Wonderful Sheep
4899,531,9768,English,Tales of Magic,Supernatural Helpers,The Story of Pretty Goldilocks
4900,565,9769,English,Tales of Magic,Magic Objects,Why the Sea is Salt
4901,UNKNOWN,9770,French,UNKNOWN,UNKNOWN,La Belle et la Bête
4902,533,9771,English,Tales of Magic,Supernatural Helpers,The Goose-Girl
4903,480,9772,English,Tales of Magic,Supernatural Tasks,Toads and Diamonds
4904,530,9773,English,Tales of Magic,Supernatural Helpers,The Princess on the Glass Hill
4905,UNKNOWN,9774,English,UNKNOWN,UNKNOWN,Princess Rosette
4906,UNKNOWN,9778,English,UNKNOWN,UNKNOWN,The Nyamatsanes
4907,UNKNOWN,9779,English,UNKNOWN,UNKNOWN,The Knights of Fish
4908,UNKNOWN,9780,English,UNKNOWN,UNKNOWN,The Little Good Mouse
4909,UNKNOWN,9781,English,UNKNOWN,UNKNOWN,The Golden Branch
4910,UNKNOWN,9785,French,UNKNOWN,UNKNOWN,Le lièvre et mr. Hyène
4911,UNKNOWN,9787,French,UNKNOWN,UNKNOWN,L'hyène et sa folie prétentieuse
4912,UNKNOWN,9789,French,UNKNOWN,UNKNOWN,Savoir fermer les yeux
4913,UNKNOWN,9791,French,UNKNOWN,UNKNOWN,Le coq et l'hyène
4914,UNKNOWN,9793,French,UNKNOWN,UNKNOWN,La jalousie punie
4915,UNKNOWN,9795,French,UNKNOWN,UNKNOWN,Solidarité fraternelle
